Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
Bacon,Bacon,"<[1830.0, 1895.0]>",blue,10,3,
George R. Richardson,George R. Richardson,"<[1830.0, 1895.0]>",blue,0,1,
Arnold Buffom,Arnold Buffom,"<[1830.0, 1895.0]>",blue,0,1,
Crandall,Crandall,"<[1830.0, 1895.0]>",blue,0,3,
Arthur Tappen,Arthur Tappen,"<[1830.0, 1895.0]>",blue,0,1,
R. Cowley,R. Cowley,"<[1830.0, 1895.0]>",blue,0,1,
Draper,Draper,"<[1830.0, 1895.0]>",blue,0,1,
Stewart,Stewart,"<[1830.0, 1895.0]>",blue,0,5,
William Wharton,William Wharton,"<[1830.0, 1895.0]>",blue,0,1,
Charles Marriott,Charles Marriott,"<[1830.0, 1895.0]>",blue,0,1,
N. Y.,N. Y.,"<[1830.0, 1895.0]>",blue,12,11,
Wharton,Wharton,"<[1830.0, 1895.0]>",blue,0,1,
Eliott,Eliott,"<[1830.0, 1895.0]>",blue,0,1,
Simon S. Jocelyn,Simon S. Jocelyn,"<[1830.0, 1895.0]>",blue,0,1,
Jenkins,Jenkins,"<[1830.0, 1895.0]>",blue,19,10,
John G. Steward,John G. Steward,"<[1830.0, 1895.0]>",blue,0,1,
H. Ogdeu,H. Ogdeu,"<[1830.0, 1895.0]>",blue,0,1,
H. Sipkins,H. Sipkins,"<[1830.0, 1895.0]>",blue,0,1,
L. Lathrop,L. Lathrop,"<[1830.0, 1895.0]>",blue,0,1,
W. Whipper,W. Whipper,"<[1830.0, 1895.0]>",blue,0,3,
D. Ruggles,D. Ruggles,"<[1830.0, 1895.0]>",blue,0,1,
Jinnings,Jinnings,"<[1830.0, 1895.0]>",blue,0,1,
Thomas I. Jinnings,Thomas I. Jinnings,"<[1830.0, 1895.0]>",blue,0,1,
J. G. Barbadoes,J. G. Barbadoes,"<[1830.0, 1895.0]>",blue,0,1,
J. W. Creed,J. W. Creed,"<[1830.0, 1895.0]>",blue,0,1,
Samuel Eliott,Samuel Eliott,"<[1830.0, 1895.0]>",blue,0,1,
Israel Jeffries,Israel Jeffries,"<[1830.0, 1895.0]>",blue,0,1,
Hubbard,Hubbard,"<[1830.0, 1895.0]>",blue,0,3,
Manuel,Manuel,"<[1830.0, 1895.0]>",blue,0,2,
Rhuben Rhuben,Rhuben Rhuben,"<[1830.0, 1895.0]>",blue,0,1,
John Cook,John Cook,"<[1830.0, 1895.0]>",blue,0,1,
W. D. Jenkins,W. D. Jenkins,"<[1830.0, 1895.0]>",blue,0,1,
John Rich,John Rich,"<[1830.0, 1895.0]>",blue,0,1,
R. Island,R. Island,"<[1830.0, 1895.0]>",blue,0,1,
John Robertson,John Robertson,"<[1830.0, 1895.0]>",blue,0,1,
James Frazer,James Frazer,"<[1830.0, 1895.0]>",blue,0,1,
William C. Jeffers,William C. Jeffers,"<[1830.0, 1895.0]>",blue,0,1,
John Berrian,John Berrian,"<[1830.0, 1895.0]>",blue,0,1,
Lewis,Lewis,"<[1830.0, 1895.0]>",blue,19,11,
Benjamln Lundy,Benjamln Lundy,"<[1830.0, 1895.0]>",blue,0,1,
Lydia White,Lydia White,"<[1830.0, 1895.0]>",blue,0,1,
La Fayette,La Fayette,"<[1830.0, 1895.0]>",blue,17,2,
James Foster,James Foster,"<[1830.0, 1895.0]>",blue,0,1,
J. G. Steward,J. G. Steward,"<[1830.0, 1895.0]>",blue,0,1,
J. C. Mathews,J. C. Mathews,"<[1830.0, 1895.0]>",blue,0,1,
A. M.,A. M.,"<[1830.0, 1895.0]>",blue,19,6,
Jehovah,Jehovah,"<[1830.0, 1895.0]>",blue,0,2,
Elliot Cresson,Elliot Cresson,"<[1830.0, 1895.0]>",blue,0,1,
1834.NY-06.02.NEWY_ADDRESS.txt,1834.NY-06.02.NEWY_ADDRESS.txt,"<[1834.0, 1834.0]>",red,0,4,1834
S. W. Benedict,S. W. Benedict,"<[1830.0, 1895.0]>",blue,0,1,
Vallier,Vallier,"<[1830.0, 1895.0]>",blue,0,2,
Great Jehovah,Great Jehovah,"<[1830.0, 1895.0]>",blue,0,2,
1834.NY-06.02.NEWY_MINUTES.txt,1834.NY-06.02.NEWY_MINUTES.txt,"<[1834.0, 1834.0]>",red,0,158,1834
James Fields,James Fields,"<[1830.0, 1895.0]>",blue,0,1,
Theodore C. Breshaw,Theodore C. Breshaw,"<[1830.0, 1895.0]>",blue,0,1,
Raymond,Raymond,"<[1830.0, 1895.0]>",blue,1,2,
Berrian,Berrian,"<[1830.0, 1895.0]>",blue,0,1,
Rush,Rush,"<[1830.0, 1895.0]>",blue,0,1,
Hogarth,Hogarth,"<[1830.0, 1895.0]>",blue,0,1,
Vogelsang,Vogelsang,"<[1830.0, 1895.0]>",blue,0,1,
Hughes,Hughes,"<[1830.0, 1895.0]>",blue,0,3,
Charles L. Remond,Charles L. Remond,"<[1830.0, 1895.0]>",blue,11,5,
John C. Scarlett,John C. Scarlett,"<[1830.0, 1895.0]>",blue,0,1,
Jacob Perry,Jacob Perry,"<[1830.0, 1895.0]>",blue,0,1,
Henry M. Merriman,Henry M. Merriman,"<[1830.0, 1895.0]>",blue,0,1,
Hoshea Easton,Hoshea Easton,"<[1830.0, 1895.0]>",blue,0,1,
Robert Jackson,Robert Jackson,"<[1830.0, 1895.0]>",blue,0,2,
Jared Gray,Jared Gray,"<[1830.0, 1895.0]>",blue,0,1,
Nathan Blount,Nathan Blount,"<[1830.0, 1895.0]>",blue,0,1,
Charles S. Morton,Charles S. Morton,"<[1830.0, 1895.0]>",blue,1,3,
George Hogarth,George Hogarth,"<[1830.0, 1895.0]>",blue,0,2,
Henry Brown,Henry Brown,"<[1830.0, 1895.0]>",blue,10,2,
Thomas S. Thompson,Thomas S. Thompson,"<[1830.0, 1895.0]>",blue,0,1,
Abraham Brown,Abraham Brown,"<[1830.0, 1895.0]>",blue,0,1,
John K. Jackson,John K. Jackson,"<[1830.0, 1895.0]>",blue,0,1,
James W.C. Pennington,James W.C. Pennington,"<[1830.0, 1895.0]>",blue,0,1,
Benjamin F. Hughes,Benjamin F. Hughes,"<[1830.0, 1895.0]>",blue,0,1,
Samuel Hardenburg,Samuel Hardenburg,"<[1830.0, 1895.0]>",blue,0,1,
Peter Vogelsang,Peter Vogelsang,"<[1830.0, 1895.0]>",blue,0,1,
John D. Closson,John D. Closson,"<[1830.0, 1895.0]>",blue,0,1,
Henry Drayton,Henry Drayton,"<[1830.0, 1895.0]>",blue,0,1,
Amos Freeman,Amos Freeman,"<[1830.0, 1895.0]>",blue,0,1,
Orange,Orange,"<[1830.0, 1895.0]>",blue,0,2,
Stephen Smith,Stephen Smith,"<[1830.0, 1895.0]>",blue,4,6,
Joshua P.B. Eddy,Joshua P.B. Eddy,"<[1830.0, 1895.0]>",blue,0,2,
Eli Johnson,Eli Johnson,"<[1830.0, 1895.0]>",blue,1,2,
Benjamin Wilson,Benjamin Wilson,"<[1830.0, 1895.0]>",blue,0,1,
Joseph Pierce,Joseph Pierce,"<[1830.0, 1895.0]>",blue,0,1,
Samuel Van Brackle,Samuel Van Brackle,"<[1830.0, 1895.0]>",blue,0,2,
Chester,Chester,"<[1830.0, 1895.0]>",blue,22,3,
Henry C. Sippins,Henry C. Sippins,"<[1830.0, 1895.0]>",blue,0,1,
Peter Gardner,Peter Gardner,"<[1830.0, 1895.0]>",blue,0,1,
Theodore J.B. London,Theodore J.B. London,"<[1830.0, 1895.0]>",blue,0,1,
Owen T.B. Nicken,Owen T.B. Nicken,"<[1830.0, 1895.0]>",blue,0,1,
Smith,Smith,"<[1830.0, 1895.0]>",blue,15,15,
Francis,Francis,"<[1830.0, 1895.0]>",blue,17,6,
Van Brackle,Van Brackle,"<[1830.0, 1895.0]>",blue,0,2,
Perry,Perry,"<[1830.0, 1895.0]>",blue,0,7,
Ogden,Ogden,"<[1830.0, 1895.0]>",blue,0,1,
Brewer,Brewer,"<[1830.0, 1895.0]>",blue,0,1,
Joshua P. B. Eddy,Joshua P. B. Eddy,"<[1830.0, 1895.0]>",blue,0,2,
Thompson,Thompson,"<[1830.0, 1895.0]>",blue,3,5,
Remond,Remond,"<[1830.0, 1895.0]>",blue,11,5,
Drayton,Drayton,"<[1830.0, 1895.0]>",blue,12,2,
Merriman,Merriman,"<[1830.0, 1895.0]>",blue,0,1,
Nickens,Nickens,"<[1830.0, 1895.0]>",blue,0,1,
Eddy,Eddy,"<[1830.0, 1895.0]>",blue,0,2,
Shadd,Shadd,"<[1830.0, 1895.0]>",blue,8,5,
Blount,Blount,"<[1830.0, 1895.0]>",blue,0,1,
Luca,Luca,"<[1830.0, 1895.0]>",blue,0,1,
Israel Lewis,Israel Lewis,"<[1830.0, 1895.0]>",blue,0,1,
U. C.,U. C.,"<[1830.0, 1895.0]>",blue,0,1,
Evan Williams,Evan Williams,"<[1830.0, 1895.0]>",blue,0,1,
Richard Voluntine,Richard Voluntine,"<[1830.0, 1895.0]>",blue,0,1,
Elizur Wright,Elizur Wright,"<[1830.0, 1895.0]>",blue,0,1,
Wycoff,Wycoff,"<[1830.0, 1895.0]>",blue,0,1,
Bird,Bird,"<[1830.0, 1895.0]>",blue,0,2,
Hutchins,Hutchins,"<[1830.0, 1895.0]>",blue,0,1,
Theo,Theo,"<[1830.0, 1895.0]>",blue,23,6,
S. Wright,S. Wright,"<[1830.0, 1895.0]>",blue,1,5,
Scarlett,Scarlett,"<[1830.0, 1895.0]>",blue,0,1,
Gray,Gray,"<[1830.0, 1895.0]>",blue,14,3,
Closson,Closson,"<[1830.0, 1895.0]>",blue,0,1,
Freeman,Freeman,"<[1830.0, 1895.0]>",blue,2,4,
Nicken,Nicken,"<[1830.0, 1895.0]>",blue,0,1,
Wilson,Wilson,"<[1830.0, 1895.0]>",blue,12,9,
Williams,Williams,"<[1830.0, 1895.0]>",blue,9,9,
Olney,Olney,"<[1830.0, 1895.0]>",blue,0,1,
Charles Gardner,Charles Gardner,"<[1830.0, 1895.0]>",blue,0,1,
Downing,Downing,"<[1830.0, 1895.0]>",blue,11,5,
Frazer,Frazer,"<[1830.0, 1895.0]>",blue,17,2,
Robertson,Robertson,"<[1830.0, 1895.0]>",blue,24,4,
Atlec,Atlec,"<[1830.0, 1895.0]>",blue,0,1,
Todd,Todd,"<[1830.0, 1895.0]>",blue,0,1,
Messrs Gardner,Messrs Gardner,"<[1830.0, 1895.0]>",blue,0,1,
L. Cox,L. Cox,"<[1830.0, 1895.0]>",blue,0,1,
Messrs. Hutchins,Messrs. Hutchins,"<[1830.0, 1895.0]>",blue,0,1,
Burr,Burr,"<[1830.0, 1895.0]>",blue,0,1,
James Mc Crummell,James Mc Crummell,"<[1830.0, 1895.0]>",blue,0,1,
Junius C. Morell,Junius C. Morell,"<[1830.0, 1895.0]>",blue,15,3,
Robert C. Gordon,Robert C. Gordon,"<[1830.0, 1895.0]>",blue,0,1,
Jacob White,Jacob White,"<[1830.0, 1895.0]>",blue,0,1,
Reuben Reuben,Reuben Reuben,"<[1830.0, 1895.0]>",blue,0,1,
New-Bedford,New-Bedford,"<[1830.0, 1895.0]>",blue,0,1,
James Needham,James Needham,"<[1830.0, 1895.0]>",blue,0,3,
James Hiner,James Hiner,"<[1830.0, 1895.0]>",blue,0,1,
Robert Cooley,Robert Cooley,"<[1830.0, 1895.0]>",blue,0,1,
Owen T. B Nicken,Owen T. B Nicken,"<[1830.0, 1895.0]>",blue,0,1,
Charles Stewart,Charles Stewart,"<[1830.0, 1895.0]>",blue,0,2,
B. F. Hughes,B. F. Hughes,"<[1830.0, 1895.0]>",blue,0,1,
1840.NY-08.18.ALBA.1.txt,1840.NY-08.18.ALBA.1.txt,"<[1840.0, 1840.0]>",red,1,220,1840
C. B. Ray,C. B. Ray,"<[1830.0, 1895.0]>",blue,3,9,
C. L. Reason,C. L. Reason,"<[1830.0, 1895.0]>",blue,11,5,
Charles B. Ray,Charles B. Ray,"<[1830.0, 1895.0]>",blue,3,12,
John J. Zuille,John J. Zuille,"<[1830.0, 1895.0]>",blue,16,3,
Charles L. Reason,Charles L. Reason,"<[1830.0, 1895.0]>",blue,1,6,
Timothy Seaman,Timothy Seaman,"<[1830.0, 1895.0]>",blue,1,1,
Clinton,Clinton,"<[1830.0, 1895.0]>",blue,20,4,
Theodore S. Wright,Theodore S. Wright,"<[1830.0, 1895.0]>",blue,1,3,
Alexander Crummell,Alexander Crummell,"<[1830.0, 1895.0]>",blue,1,4,
Frederick Olney,Frederick Olney,"<[1830.0, 1895.0]>",blue,1,2,
Ray,Ray,"<[1830.0, 1895.0]>",blue,15,8,
Bro,Bro,"<[1830.0, 1895.0]>",blue,1,1,
James W. Duffin,James W. Duffin,"<[1830.0, 1895.0]>",blue,1,4,
Henry R. Crummell,Henry R. Crummell,"<[1830.0, 1895.0]>",blue,1,2,
Michael Dougee,Michael Dougee,"<[1830.0, 1895.0]>",blue,1,2,
Samuel Streeter,Samuel Streeter,"<[1830.0, 1895.0]>",blue,1,1,
Richard P.G. Wright,Richard P.G. Wright,"<[1830.0, 1895.0]>",blue,1,1,
John T. Raymond,John T. Raymond,"<[1830.0, 1895.0]>",blue,1,2,
Wm. P. Johnson,Wm. P. Johnson,"<[1830.0, 1895.0]>",blue,1,3,
Henry H. Garnet,Henry H. Garnet,"<[1830.0, 1895.0]>",blue,1,5,
Wm. H. Topp,Wm. H. Topp,"<[1830.0, 1895.0]>",blue,12,7,
Eli N. Hall,Eli N. Hall,"<[1830.0, 1895.0]>",blue,15,3,
John Wendell,John Wendell,"<[1830.0, 1895.0]>",blue,1,2,
Armstrong Archer,Armstrong Archer,"<[1830.0, 1895.0]>",blue,1,2,
Patrick H. Reason,Patrick H. Reason,"<[1830.0, 1895.0]>",blue,1,4,
Henry Williams,Henry Williams,"<[1830.0, 1895.0]>",blue,15,2,
Wm. R. Thompson,Wm. R. Thompson,"<[1830.0, 1895.0]>",blue,1,1,
Jeffrey Van Clief,Jeffrey Van Clief,"<[1830.0, 1895.0]>",blue,1,1,
J. H. Bishop,J. H. Bishop,"<[1830.0, 1895.0]>",blue,1,1,
John M. Dolan,John M. Dolan,"<[1830.0, 1895.0]>",blue,1,1,
Thomas Jefferson,Thomas Jefferson,"<[1830.0, 1895.0]>",blue,1,2,
Tunis Blake,Tunis Blake,"<[1830.0, 1895.0]>",blue,1,1,
James Parkman,James Parkman,"<[1830.0, 1895.0]>",blue,1,1,
Lloyd Tillman,Lloyd Tillman,"<[1830.0, 1895.0]>",blue,1,1,
William Van Alstyne,William Van Alstyne,"<[1830.0, 1895.0]>",blue,1,1,
Wm. H. Parker,Wm. H. Parker,"<[1830.0, 1895.0]>",blue,1,1,
Solomon Groomer,Solomon Groomer,"<[1830.0, 1895.0]>",blue,1,1,
P. Green,P. Green,"<[1830.0, 1895.0]>",blue,1,1,
William H. Topp,William H. Topp,"<[1830.0, 1895.0]>",blue,17,8,
David Thomas,David Thomas,"<[1830.0, 1895.0]>",blue,1,1,
John N. Mars,John N. Mars,"<[1830.0, 1895.0]>",blue,1,1,
Uriah Boston,Uriah Boston,"<[1830.0, 1895.0]>",blue,12,5,
James F. Murray,James F. Murray,"<[1830.0, 1895.0]>",blue,1,2,
Jacob Waldron,Jacob Waldron,"<[1830.0, 1895.0]>",blue,1,1,
Primus Robinson,Primus Robinson,"<[1830.0, 1895.0]>",blue,15,2,
F. Van Vranken,F. Van Vranken,"<[1830.0, 1895.0]>",blue,15,2,
A. Johnson,A. Johnson,"<[1830.0, 1895.0]>",blue,17,2,
John Springsteal,John Springsteal,"<[1830.0, 1895.0]>",blue,1,1,
Stephen Myers,Stephen Myers,"<[1830.0, 1895.0]>",blue,16,9,
Richard Thompson,Richard Thompson,"<[1830.0, 1895.0]>",blue,1,2,
M. Thompson,M. Thompson,"<[1830.0, 1895.0]>",blue,1,1,
Henry Jackson,Henry Jackson,"<[1830.0, 1895.0]>",blue,17,4,
William Queen,William Queen,"<[1830.0, 1895.0]>",blue,1,2,
Henry Johnson,Henry Johnson,"<[1830.0, 1895.0]>",blue,11,6,
James Baltimore,James Baltimore,"<[1830.0, 1895.0]>",blue,1,1,
Nicholas Bogart,Nicholas Bogart,"<[1830.0, 1895.0]>",blue,1,1,
Oliver King,Oliver King,"<[1830.0, 1895.0]>",blue,1,1,
R. Springsteal,R. Springsteal,"<[1830.0, 1895.0]>",blue,1,1,
Benjamin Cutler,Benjamin Cutler,"<[1830.0, 1895.0]>",blue,15,2,
Hiram Dalton,Hiram Dalton,"<[1830.0, 1895.0]>",blue,1,1,
John Tate,John Tate,"<[1830.0, 1895.0]>",blue,1,1,
Adam Blake,Adam Blake,"<[1830.0, 1895.0]>",blue,1,1,
H. Emery,H. Emery,"<[1830.0, 1895.0]>",blue,1,1,
J. Lain,J. Lain,"<[1830.0, 1895.0]>",blue,1,1,
Alexander Theily,Alexander Theily,"<[1830.0, 1895.0]>",blue,1,1,
J. A. Hubbard,J. A. Hubbard,"<[1830.0, 1895.0]>",blue,1,1,
Francis Baker,Francis Baker,"<[1830.0, 1895.0]>",blue,1,1,
Jacob Brown,Jacob Brown,"<[1830.0, 1895.0]>",blue,1,2,
Francis L. Allen,Francis L. Allen,"<[1830.0, 1895.0]>",blue,1,1,
Ezekiel George,Ezekiel George,"<[1830.0, 1895.0]>",blue,1,2,
H. Highland Garnet,H. Highland Garnet,"<[1830.0, 1895.0]>",blue,1,1,
Samuel Jefferson,Samuel Jefferson,"<[1830.0, 1895.0]>",blue,1,1,
Lewis Jones,Lewis Jones,"<[1830.0, 1895.0]>",blue,1,2,
George B. Moulton,George B. Moulton,"<[1830.0, 1895.0]>",blue,1,1,
George H. Baltimore,George H. Baltimore,"<[1830.0, 1895.0]>",blue,1,2,
Vameller,Vameller,"<[1830.0, 1895.0]>",blue,1,1,
Robert Butler,Robert Butler,"<[1830.0, 1895.0]>",blue,1,1,
Wiilliam Garison,Wiilliam Garison,"<[1830.0, 1895.0]>",blue,1,1,
F. Thompson,F. Thompson,"<[1830.0, 1895.0]>",blue,15,3,
Anthony Schuyler,Anthony Schuyler,"<[1830.0, 1895.0]>",blue,1,1,
Clarence P. Seldon,Clarence P. Seldon,"<[1830.0, 1895.0]>",blue,1,2,
George,George,"<[1830.0, 1895.0]>",blue,15,4,
Garnet,Garnet,"<[1830.0, 1895.0]>",blue,3,6,
Abram Jackson,Abram Jackson,"<[1830.0, 1895.0]>",blue,1,2,
James Gardner,James Gardner,"<[1830.0, 1895.0]>",blue,1,1,
Moses F. Van Leer,Moses F. Van Leer,"<[1830.0, 1895.0]>",blue,1,1,
Daniel Jones,Daniel Jones,"<[1830.0, 1895.0]>",blue,1,3,
J. Woods,J. Woods,"<[1830.0, 1895.0]>",blue,1,1,
Jesse Prince,Jesse Prince,"<[1830.0, 1895.0]>",blue,1,1,
R. P. G. Wright,R. P. G. Wright,"<[1830.0, 1895.0]>",blue,1,3,
Francis Simson,Francis Simson,"<[1830.0, 1895.0]>",blue,1,2,
F. Jackson,F. Jackson,"<[1830.0, 1895.0]>",blue,1,1,
John,John,"<[1830.0, 1895.0]>",blue,17,9,
Wandell,Wandell,"<[1830.0, 1895.0]>",blue,1,1,
Richard Sampson,Richard Sampson,"<[1830.0, 1895.0]>",blue,1,2,
Francis Dana,Francis Dana,"<[1830.0, 1895.0]>",blue,1,2,
T. Harris,T. Harris,"<[1830.0, 1895.0]>",blue,1,1,
Moses Willcox,Moses Willcox,"<[1830.0, 1895.0]>",blue,1,1,
S. Barnes,S. Barnes,"<[1830.0, 1895.0]>",blue,1,1,
G. Murray,G. Murray,"<[1830.0, 1895.0]>",blue,1,1,
M. Miner,M. Miner,"<[1830.0, 1895.0]>",blue,1,1,
Francis Thompson,Francis Thompson,"<[1830.0, 1895.0]>",blue,16,5,
J. Thompson,J. Thompson,"<[1830.0, 1895.0]>",blue,1,1,
Francis La Tour,Francis La Tour,"<[1830.0, 1895.0]>",blue,1,1,
R. Murray,R. Murray,"<[1830.0, 1895.0]>",blue,1,1,
Andrew Grant,Andrew Grant,"<[1830.0, 1895.0]>",blue,1,1,
Frisby Way,Frisby Way,"<[1830.0, 1895.0]>",blue,1,1,
John Jamieson,John Jamieson,"<[1830.0, 1895.0]>",blue,1,1,
George Baker,George Baker,"<[1830.0, 1895.0]>",blue,1,1,
Charles Sherman,Charles Sherman,"<[1830.0, 1895.0]>",blue,1,1,
Charles Shim,Charles Shim,"<[1830.0, 1895.0]>",blue,1,1,
Augustus Gifford,Augustus Gifford,"<[1830.0, 1895.0]>",blue,1,1,
Thomas Van Brankes,Thomas Van Brankes,"<[1830.0, 1895.0]>",blue,1,1,
George Lansen,George Lansen,"<[1830.0, 1895.0]>",blue,1,1,
John Johnson,John Johnson,"<[1830.0, 1895.0]>",blue,17,2,
Daniel Oliver,Daniel Oliver,"<[1830.0, 1895.0]>",blue,1,1,
Benjamin Anderson,Benjamin Anderson,"<[1830.0, 1895.0]>",blue,1,1,
George C. Brown,George C. Brown,"<[1830.0, 1895.0]>",blue,1,1,
Jermanus Loguen,Jermanus Loguen,"<[1830.0, 1895.0]>",blue,1,1,
Joseph C. Pankes,Joseph C. Pankes,"<[1830.0, 1895.0]>",blue,1,1,
Elimus P. Rogers,Elimus P. Rogers,"<[1830.0, 1895.0]>",blue,1,2,
John M. Brickens,John M. Brickens,"<[1830.0, 1895.0]>",blue,1,1,
J. Adams,J. Adams,"<[1830.0, 1895.0]>",blue,1,1,
John Chester,John Chester,"<[1830.0, 1895.0]>",blue,1,2,
Ambrose Dunbar,Ambrose Dunbar,"<[1830.0, 1895.0]>",blue,1,2,
John Watson,John Watson,"<[1830.0, 1895.0]>",blue,17,3,
Thomas James,Thomas James,"<[1830.0, 1895.0]>",blue,1,3,
F. Payne,F. Payne,"<[1830.0, 1895.0]>",blue,1,1,
James Sharp,James Sharp,"<[1830.0, 1895.0]>",blue,1,2,
Augustus Washington,Augustus Washington,"<[1830.0, 1895.0]>",blue,15,2,
L. I.,L. I.,"<[1830.0, 1895.0]>",blue,1,1,
Samuel V. Berry,Samuel V. Berry,"<[1830.0, 1895.0]>",blue,1,1,
Edward M. Africanus,Edward M. Africanus,"<[1830.0, 1895.0]>",blue,1,1,
John Van Huesen,John Van Huesen,"<[1830.0, 1895.0]>",blue,1,1,
John Brown,John Brown,"<[1830.0, 1895.0]>",blue,23,7,
Willis Hodges,Willis Hodges,"<[1830.0, 1895.0]>",blue,1,2,
Thal,Thal,"<[1830.0, 1895.0]>",blue,1,1,
J. W. Duffin,J. W. Duffin,"<[1830.0, 1895.0]>",blue,0,6,
J. N. Marrs,J. N. Marrs,"<[1830.0, 1895.0]>",blue,1,1,
P. H. Reason,P. H. Reason,"<[1830.0, 1895.0]>",blue,1,2,
A. Crummell,A. Crummell,"<[1830.0, 1895.0]>",blue,1,3,
H. H. Garnett,H. H. Garnett,"<[1830.0, 1895.0]>",blue,1,3,
E. P. Rodgers,E. P. Rodgers,"<[1830.0, 1895.0]>",blue,1,3,
J. Sharp,J. Sharp,"<[1830.0, 1895.0]>",blue,1,2,
T. S. Wright,T. S. Wright,"<[1830.0, 1895.0]>",blue,3,3,
H. H. Garnet,H. H. Garnet,"<[1830.0, 1895.0]>",blue,3,6,
U. Boston,U. Boston,"<[1830.0, 1895.0]>",blue,1,2,
J. N. Mars,J. N. Mars,"<[1830.0, 1895.0]>",blue,1,1,
P.H. Reason,P.H. Reason,"<[1830.0, 1895.0]>",blue,1,2,
E.P. Rodgers,E.P. Rodgers,"<[1830.0, 1895.0]>",blue,1,2,
A.H. Francis,A.H. Francis,"<[1830.0, 1895.0]>",blue,1,3,
A. Dunbar,A. Dunbar,"<[1830.0, 1895.0]>",blue,1,2,
Marah,Marah,"<[1830.0, 1895.0]>",blue,1,2,
Alex Crummell,Alex Crummell,"<[1830.0, 1895.0]>",blue,1,3,
J.N. Mars,J.N. Mars,"<[1830.0, 1895.0]>",blue,1,2,
J.W. Loguen,J.W. Loguen,"<[1830.0, 1895.0]>",blue,21,6,
C. S. Morton,C. S. Morton,"<[1830.0, 1895.0]>",blue,1,1,
M. Dougee,M. Dougee,"<[1830.0, 1895.0]>",blue,1,2,
John P. Anthony,John P. Anthony,"<[1830.0, 1895.0]>",blue,14,3,
S. Myers,S. Myers,"<[1830.0, 1895.0]>",blue,2,6,
G. H. Baltimore,G. H. Baltimore,"<[1830.0, 1895.0]>",blue,1,1,
H. R. Crummell,H. R. Crummell,"<[1830.0, 1895.0]>",blue,1,1,
F. G. Murray,F. G. Murray,"<[1830.0, 1895.0]>",blue,1,1,
J. Harris,J. Harris,"<[1830.0, 1895.0]>",blue,1,2,
H. Granger,H. Granger,"<[1830.0, 1895.0]>",blue,1,1,
W. D. Anderson,W. D. Anderson,"<[1830.0, 1895.0]>",blue,1,1,
S. R. Ward,S. R. Ward,"<[1830.0, 1895.0]>",blue,12,3,
J. Chester,J. Chester,"<[1830.0, 1895.0]>",blue,1,1,
L. Johnson,L. Johnson,"<[1830.0, 1895.0]>",blue,10,2,
H. Jackson,H. Jackson,"<[1830.0, 1895.0]>",blue,17,3,
W. Johnson,W. Johnson,"<[1830.0, 1895.0]>",blue,15,3,
J. Crawford,J. Crawford,"<[1830.0, 1895.0]>",blue,1,1,
C. Mcgayner,C. Mcgayner,"<[1830.0, 1895.0]>",blue,1,1,
T. James,T. James,"<[1830.0, 1895.0]>",blue,1,1,
J. Terrill,J. Terrill,"<[1830.0, 1895.0]>",blue,1,1,
D. H. Ray,D. H. Ray,"<[1830.0, 1895.0]>",blue,1,1,
A. Stewart,A. Stewart,"<[1830.0, 1895.0]>",blue,1,1,
L. Platt,L. Platt,"<[1830.0, 1895.0]>",blue,1,1,
J. Peterson,J. Peterson,"<[1830.0, 1895.0]>",blue,1,2,
I. Hough,I. Hough,"<[1830.0, 1895.0]>",blue,1,1,
P. B. Lee,P. B. Lee,"<[1830.0, 1895.0]>",blue,1,1,
R. Gardner,R. Gardner,"<[1830.0, 1895.0]>",blue,1,1,
J. Morgan,J. Morgan,"<[1830.0, 1895.0]>",blue,7,2,
N. Blount,N. Blount,"<[1830.0, 1895.0]>",blue,1,1,
J. E. Grant,J. E. Grant,"<[1830.0, 1895.0]>",blue,1,1,
Wm. Simmons,Wm. Simmons,"<[1830.0, 1895.0]>",blue,1,1,
C. Spruce,C. Spruce,"<[1830.0, 1895.0]>",blue,1,1,
B. Croger,B. Croger,"<[1830.0, 1895.0]>",blue,1,1,
A. Washington,A. Washington,"<[1830.0, 1895.0]>",blue,1,2,
S. V. Berry,S. V. Berry,"<[1830.0, 1895.0]>",blue,1,1,
E. M. Africanus,E. M. Africanus,"<[1830.0, 1895.0]>",blue,1,1,
J. J. Zuille,J. J. Zuille,"<[1830.0, 1895.0]>",blue,1,1,
G. Lawrence,G. Lawrence,"<[1830.0, 1895.0]>",blue,1,1,
F. Olney,F. Olney,"<[1830.0, 1895.0]>",blue,1,2,
A. Elston,A. Elston,"<[1830.0, 1895.0]>",blue,1,1,
T. Seaman,T. Seaman,"<[1830.0, 1895.0]>",blue,1,1,
W. P. Johnson,W. P. Johnson,"<[1830.0, 1895.0]>",blue,1,2,
N. H. Simons,N. H. Simons,"<[1830.0, 1895.0]>",blue,1,1,
T. Harley,T. Harley,"<[1830.0, 1895.0]>",blue,1,1,
M. Cross,M. Cross,"<[1830.0, 1895.0]>",blue,1,1,
Cattskill,Cattskill,"<[1830.0, 1895.0]>",blue,1,1,
Wm. Rich,Wm. Rich,"<[1830.0, 1895.0]>",blue,12,5,
J. A. Furbord,J. A. Furbord,"<[1830.0, 1895.0]>",blue,1,1,
D. Scott,D. Scott,"<[1830.0, 1895.0]>",blue,1,1,
Sexton,Sexton,"<[1830.0, 1895.0]>",blue,23,4,
John Jay,John Jay,"<[1830.0, 1895.0]>",blue,1,1,
