Name,x,y
Cain,-35.06048,-66.13033
M. L. Rogers,-16.515522,78.40096
John Masteran,65.360176,15.494501
Wallace Sinthorn,63.732796,16.162096
J. N. Mars,-44.13453,-29.870928
Jesse Prince,-46.74819,-27.853447
William H. Miles,50.82893,-47.867847
M. Turner,62.27092,-47.491188
George Valentine,66.56604,-34.950806
C.H. Vance,1.1176324,48.96175
J. Mcc,-3.3720329,-59.84851
W. Nighten,1.6619492,50.376667
Emanuel W. Congo,-49.520424,26.438211
J. G. Stewart,-51.892876,25.833803
J T Fisher,44.215034,23.749193
Henry Grey,43.33401,24.483585
Limos Johnson,-49.071636,67.43697
Jacob Reed,-45.515465,60.453205
Charles Smith,-39.467796,30.880638
F. A. Hinton,-67.00403,27.27976
Henry Frisby,-53.15314,25.353062
Charles Gardner,-42.319366,25.170256
John K. Jackson,-42.132587,26.474474
Scarlett,-44.44395,24.687544
L. H. Reynolds,54.361973,54.591618
R. M. Jones,51.140476,58.02681
Wlliam H. Robinson,20.11892,-34.769794
Edgar,17.506989,-36.121754
Blind,0.26741755,-66.67763
Green,-30.975971,-66.3474
F. B. Antoine,50.92023,-47.745274
P. C. Cooper,93.19589,21.484108
J. S. Skipworth,93.83611,22.185432
Kirkwood,37.662384,4.8119955
Thomas Van Renselear,-50.685925,26.798214
J. P. Underwood,3.1817238,-70.42452
Linn,38.02464,3.868158
Edward Herenden,36.9449,3.780444
H. Harper,12.457405,80.39023
P. Williams,4.2214084,77.95429
Peter Rowen,91.197624,-5.044079
E. D. Shaw,87.8513,-4.7885766
A. J. Newson,86.80451,-5.0743313
Isaac Sharp,88.469124,-4.0071893
Marshall,90.66737,-6.7080073
Plato,38.10009,-16.89333
R. R. Wright,52.305305,-50.48872
Nicholas,53.941704,-48.495304
Jeremiah Granderson,5.957102,48.20857
Ex-Governor Hamilton,4.6192,50.657955
Thomas J. White,-73.129456,-1.8601248
J. Pindell,-14.489812,73.49687
Hoyt,-15.629954,76.07171
J B Webb,-52.181168,-3.522702
Ames G. Beman,-42.450974,-2.5394766
Richard Realf,46.72431,2.958129
James M. Jones,46.05942,4.0056725
Thomas Price,8.427003,-1.252854
F.P. Lapierre,-40.426678,-72.38663
Samuel C. Hutchins,-65.40199,27.273613
J. W. Creed,-49.623165,26.378567
Lydia White,-57.577972,26.828701
Wm. C. Gardiner,-24.433054,-0.8783564
La Fayette,-44.307507,29.524235
E. M. Davis,21.586311,24.548834
Jermin W. Loguen,-7.7817464,-25.384113
William Dolerson,37.65143,-17.034216
George R. Sims,36.857903,-17.68999
Asher Aray,39.916206,-20.528708
Davidson,90.33064,-5.215765
G. H. Shafer,61.317104,-41.65293
John B. Pinney,-25.304659,-3.0387518
George Duvall,-4.5585318,77.83613
B. P. Stokes,-11.565491,78.95606
Edmonson,22.405136,25.405174
George Lansen,-41.232327,-27.602434
H. Stevenson,88.87898,-3.0618913
Mead,19.291004,-37.807785
G.B. Gray,5.7061152,26.21533
Nathaniel Williamson,4.967817,24.970558
Thomas Letcher,3.8457153,26.687883
C. Ross,2.0333874,-70.83575
Eric,1.8977817,-69.70749
G. W. Tucker,-6.2340503,-29.998566
Edward P. Duplex,-9.795076,78.64736
W. T. Brown,56.320507,51.977104
S. H. Wheats,46.03059,61.997643
Frank Timberlake,63.440945,15.835366
L. M. Jordan,88.52805,-3.1105587
M. R. De Mortie,9.292124,3.24049
R. G. Walker,9.194196,4.387358
N. Morgan,-4.647537,-67.44068
W. P. Morgan,-7.371221,-63.51059
Robert Piles,11.984637,-58.856117
Moses L. Rogers,-16.41806,75.07995
Daniel O'Connell4,-12.701804,73.470505
D. Carter,13.631724,86.57486
E. W. Parker,-15.645347,79.57791
P. L. Hickman,-16.958492,77.344124
J. F. C. Snowden,67.30484,-40.486614
G. H. Shaffer,65.06666,-44.19679
Joseph Reeves,-73.850975,-3.5306754
W. Levere,-77.05041,-2.592259
J. B. Smith,0.08080894,2.752389
Mcdonough,3.2521472,2.275169
James Hall Chemung,1.1388606,2.607563
J. W Loguen,0.9821274,2.8231623
Morrel,0.65749234,1.9523969
J. Smallwood,-16.945486,77.235596
T. S. Carter,92.62613,21.01694
W. White,95.58229,23.320818
John T. Ward,-6.844699,-63.086926
R. Drake,95.918686,23.636505
Jesse Bass,95.50473,21.964712
H. Burch,55.56225,-42.31029
T. S. Stewart,83.25309,-1.8084579
Fred Tucker,80.53916,-2.1598728
Ralph Puiet,82.301216,-4.5355926
John H. Smothers,-29.543388,-20.62951
Ulyssis R Videl,-25.167093,-16.814032
William Anderson,-15.007253,24.761488
Andrew Purnell,-51.796272,-1.8298872
G.H. Baltimore,-22.856285,-14.395977
Meyers,2.0692918,-0.26163092
Levi Anderson,-46.144676,65.035774
D. B. Anderson,-45.85176,60.320915
Yates,12.223187,89.41326
J. M. Shetton,87.35084,-3.8889117
Horace Maynard,83.92668,-4.985923
A. E. Anderson,86.52975,-6.1506414
William Clark,83.57756,-3.6863122
Coffey,67.72964,18.017689
Rousey,62.51233,14.789665
William Gibson,67.524956,17.351974
William Pierce,66.167,17.013
Henry Cooper,-17.350668,46.572277
William Hart,67.21281,16.743694
Pope,67.06169,16.029299
G. W. Goines,-17.879658,45.168972
Charles E. Clayton,-17.844677,47.288437
John N. Bond,-19.06369,46.97097
Locke,-19.640154,48.37539
Halls Of The Montezumas,-19.272163,45.21248
Horace Lewis,58.41258,-40.978382
James D. Kennedy,60.39843,-38.85976
W. C. Hodge,58.836437,-46.28055
J.H. Jenkins,22.069437,6.623313
R.P. Hill,21.631742,6.2090187
J.H. Richardson,23.005548,6.859231
Jonathan C. Gibbs,-37.111908,-64.631905
C. M. Clay,16.71851,-35.493042
Pears,-17.6329,-48.10495
Henry Banks,-49.522926,68.95229
Jehovah,-63.23493,18.386019
M.E. Wolf,1.9557114,47.14269
Moses Brown,5.029297,47.613674
Vance,2.0085108,46.881092
T.J. Bingham,4.2558303,48.730843
George B. White,4.460479,49.14776
Wm. Hope,-2.4726639,-62.75361
Elder Jones,-0.9324533,-70.66041
Divine,2.8727336,-70.91868
J. E. Burr,-19.99534,20.079315
Crandall,-20.07321,20.47778
Wm. Topp,-24.984827,-15.840124
C. L. Reason,-58.41443,-26.424702
Robert Purvis,-73.70137,25.624474
Viii,15.830477,-30.35731
Brougham,18.661247,-32.00954
Wm. Barton,17.345364,-32.920517
Franklin Pierce,14.065495,-60.164494
Augustus Dobbins,21.787086,-35.71059
Tom,20.619448,-35.788372
Calvin Montgomery,92.939095,21.684914
T. P. Hunt,-74.621605,-1.3511055
N. Johnson,9.689927,15.263425
E. C. Menser,10.12788,16.446838
Berry Craig,10.164614,16.398127
Leavenworth,5.817657,28.397173
G. H. Parker,5.2945957,27.089115
William Wolcott Ellsworth,-20.018698,18.897638
W. Francis,-18.324535,19.690777
C. W. Moffit,45.023495,3.6378808
Cook,24.29762,-33.635384
A. W. Jackson,23.327196,-37.093704
Tulare-Moses I. Rogers,-15.716913,79.46621
Cefos,-15.898167,74.396545
Samuel Serringson,-28.706734,-20.042316
Messrs,-29.793684,-21.27306
J. P. Dyer,12.708932,86.581055
Emmett,-16.28128,75.73981
G.V. Nelson,-76.08942,-1.5431638
Daniel Morgan,-70.433495,-3.7760108
F. W. B. Grinnage,-13.550629,73.157715
P. Anderson,17.93285,86.98605
Hallowell,23.356012,-93.051636
R.H. Johnson,-8.343144,-29.51989
J.C. Brown,44.962036,22.435884
George A. Duvall,-5.987221,78.41262
A. W. Gibbs,-9.108125,78.442085
Negro,-13.54277,73.06884
R. A. Wm. H. Yates,-16.418991,74.55673
R. F. Shorter,-14.365702,72.86891
P. W. Cassey,-15.774092,74.80982
O. Stuart,56.43424,-9.4087715
J. F. C. Snoden,53.18034,-50.980515
Arthur Tappan,-70.72131,27.604074
Hezekiah Grice,-63.285202,28.026869
N. H. -- Job Wentworth,24.188387,-92.19765
Lewis Shepherd,22.726303,-93.209145
A. J. Morrison,-65.115715,-2.62244
Peter S. Porter,-76.77168,-3.5118928
Dennett,-17.843616,-50.443363
J. C. Corbin,64.46047,-46.1886
G. Barbadoes,-49.930065,37.083195
C. W Gardner,-56.82818,29.650116
L. I. -- Jacob Deyes,-49.68971,29.058886
Fielding Waller,63.736214,16.02829
Simpson Grubbs,66.06939,16.61869
J. W. Malone,95.4814,22.274338
Merrill,96.3056,22.815767
John Mercer Lingston,22.554638,7.5902824
Richard Yates,22.780996,5.9121833
Wm. H. Christopher,-15.897172,76.10878
Frederick -Rsb- Douglass,-7.330634,78.19734
Smithea,-8.344998,79.81194
George Washington,9.111878,4.4636645
William W. Brown,-44.5801,-60.846504
John E. Price,0.27409542,47.239594
B. Vashon,4.5365834,50.0065
W. L. Barnes,23.26421,-36.854057
Mary A. Shadd,-70.73277,-3.6639924
A. L. Maynard,59.959995,46.934303
Thomas Taylor,53.742584,54.26168
H. Neviells,56.565872,50.90923
O. W. Landry,49.48064,59.26985
Albert Bradford,63.394306,15.470238
Ku-Klux,65.75535,16.396183
Strader Trumbo,63.676315,16.07681
Robert Mershon,66.11897,17.709883
Sam Davis,66.633446,17.597033
Searey,68.516525,18.505165
F. Delany,38.878185,-17.93873
A. T. Burgundy Smith,20.181784,-37.11406
B. Parker,18.13517,-34.971363
E. Morris,18.09894,-34.710823
J. S. Tibbetts,54.11966,50.60983
Henry H. Price,-16.528069,48.320423
Samuel Molston,-20.222067,45.214836
E.R. Smith,0.97422004,45.786045
Benjamin W. Arnett,5.4330435,49.439705
John Randolph,19.636053,-16.476053
Alex. Bass,19.385298,-16.53394
J.W. Brooks,36.770554,-17.809702
R. Gordon,90.8003,-6.4775786
John Lockwood,82.69614,-2.2304537
Hanmer,80.174416,-2.9233456
Isaiah C. Wears,-75.9665,-0.798294
L. W. Barker,56.88656,52.99372
Coleman,18.900473,-15.621132
George A. Rue,19.200796,-13.62375
Stevenson,58.067467,-35.66394
Lynch,54.6222,-49.963608
F. J. Wosburgh,12.625605,81.5148
D. D. Turner,-39.69005,-71.18101
Samuel Clark,3.7569137,27.235207
C.M. Fisher,21.607452,6.3142395
Lewis Dougherty,88.36676,-4.731348
Malary Brooks,89.74889,-3.9529808
Sam Prince,44.53729,60.687695
W. M. Bulter,90.6171,-5.027504
E. D. Vincent,2.7707026,78.18166
Matthias Cooper,-3.1739473,78.68965
Ross,-8.380416,-58.639534
J. Booker,-4.957185,-63.779224
Lott,1.1876861,-69.170715
J. W. Delany,-1.3157417,-70.46581
L. W. Miner,-8.331496,-63.158722
G. Stanup,-1.3571857,-62.269154
George Shreve,-1.861599,11.211361
S. Harrison,-2.6244216,11.501919
D.D. Turner,-40.73448,-66.37164
Morell,-24.89958,-0.74331254
Mcintyre,-20.00256,-2.0804865
B.W. Arnett,-41.775784,-70.45781
Samuel J. Hollinsworth,-40.453556,-66.524475
A. Menefee,81.45258,-3.7955787
W. J. Wilson,-72.01526,-5.636333
F.A. Duterte,-20.19392,45.894367
Henry Watson,-53.312954,-4.208301
E.P. Rogers,-23.455936,-15.004864
Cornet John Rolt,-18.648968,-45.677567
Chauncy Van Hussen,-6.407299,-3.9418643
S.P. Smith,58.936,-44.96777
J. H. Burch,51.43459,-51.878693
J. R. Rolland,52.727493,-43.66303
W. H. Maury,60.3807,-37.063457
Isaac Gillam,55.74972,-50.069546
Alex. Crummell,-47.26633,54.40661
Matthew Lary,-47.118065,66.52774
Geo S Hayden,80.37905,-2.551871
William J. Wilson,-61.7201,-4.985207
Mason Freeman,-51.476887,27.3581
Wil,-15.170956,-48.810493
Penn Yan,-9.279358,-27.733513
E. Whitsill,-0.5589625,-62.555393
Murray,-36.36178,-67.13265
F. C. Rutherford,52.824425,54.77453
Enoch Gilchrist,2.2421956,45.869087
C. Andrew,1.6176769,48.648632
H.B. Williamson,2.0863326,45.252686
Wm. E. Welch,0.056479666,46.157585
A. W. Hernandez,-5.8689566,78.942375
Iatter,49.697693,-46.154644
North,60.386585,-46.01031
Stephen Colwell,20.768408,6.7120857
J.W. Logan,24.43511,6.9744697
J.M. Logan,21.763939,6.7416716
Holden,19.32418,-16.471167
Harnett,19.032965,-14.205555
Lewis Hartless,0.4310548,49.131783
Catto,-1.4863125,47.925117
F. Hatfield,16.093897,83.18965
J. Hubbard,13.784425,81.77177
John D. Lewis,54.281094,-49.90142
J.J. Bird,57.991776,-43.497364
J. P. J,67.69186,-35.569355
L. Boyd,59.220207,-46.932266
Bruce,-36.94214,-67.634415
B. Paschal,-59.833107,28.470943
Peter Petit,-56.515087,29.388393
Wycoff,-37.894295,26.528097
J.B. Clarke,-16.46042,22.669453
Alexandaer Posey,-17.053488,20.344027
Patterson,-50.7249,32.04203
T. T. Tatum,-5.2589006,-27.179821
E.B. Dunlap,-10.644098,-28.587786
E. B. Dunlap,-6.351592,-26.744215
C. Lennox Remond,-6.4532595,-25.997412
Moses Worthington,-46.942905,60.421566
Robert Gibson,-1.5029267,-4.7982736
E. H. Treeman,-78.07406,-2.226854
G Beman,-45.45148,-0.5463746
Wm. Jones,-75.58952,1.0161536
George Butler,-35.289898,-68.26294
Grayton S. Nelson,-80.423416,-2.8813815
Thomas P. Hunt,-69.90108,-4.48202
N.B. Baker,37.995235,4.497873
Thomas H. Queen,-49.865696,68.5045
George Wharton,-46.18943,59.743427
George R. Richardson,-54.20953,25.40234
Allen Johnson,12.454628,-59.50932
Albert Vaniel,-5.528602,77.97681
Darius P. Stokes,-7.5780087,78.66277
Manuel Quivas,7.917138,78.69607
J. E. Brown,3.4118228,83.18318
Clapp,18.819942,-14.610751
Robingson,19.412046,-6.72299
W. P. Mclntire,-4.706713,-24.707254
J. E. Crawford,-3.2535431,-24.81055
Henry Lott,7.1396346,-41.186058
Marks,47.323284,-50.96356
I. S. Carter,93.73191,21.843672
H. Lewis,96.14468,22.979193
Walker,-61.170643,-4.5439715
Thomas D. Coxsin,-48.286877,30.27712
George B. Wilson,-44.419186,-2.9461248
James H Henderson,-48.344444,-5.168596
Ellery,-16.53193,48.801914
H. H. Price,-15.400332,48.27333
Vincent Smith,-56.639145,25.772259
H. Thomas,57.839577,-42.342304
Bird,46.753624,-46.294598
Benjamin Lundy,-73.07181,28.202766
Anthony,17.460817,7.2721486
Singleton T. Jones,-41.504906,-65.926735
A. Bolden,-42.032997,-71.87827
G. W. Reed,-74.949,-2.4613664
Jacob Handy,-77.468094,-2.8358073
Solano,-13.999048,78.96146
John Thomas,0.83174735,47.15301
J.J. Clinton,1.9721829,47.494797
C. Gibson,2.856749,47.15828
Woodson,-62.71357,-5.1101108
L.,-75.910614,-3.7155967
William P. Johnson,-31.775793,-23.022678
Moses Wilcox,-28.33004,-19.496021
R. Munay,-28.90713,-21.989857
R. Livingston,-27.021334,-18.743544
Amos Davis,24.748652,45.42578
John H. Stephenson,23.297403,46.469418
John Lewis,-42.81712,59.2132
Robert E. Lee,54.517357,-48.485443
Greene Mcfarland,60.28855,-37.681137
Stroud,62.868336,-46.455364
Daniel Segrel,37.74622,4.397314
A. A. Asberry,46.2181,57.91837
Stephen Dettin,47.890682,3.657357
Thomas Hickerson,45.405468,3.9393547
Peter Salem,-1.8505517,-6.285464
Curtis,-2.7456167,-5.246495
H. C. Bell,50.198715,57.37892
F. L. Lights,44.735058,60.21905
Spense,-43.06962,-2.097106
S. Baltimore,-52.300224,-5.2718387
Thomas Buchanan,-24.418442,-1.1536591
J. W. B. Smith,0.9237292,2.0346189
James C. Morrel,-0.9526501,2.4521475
James W. Purnell,47.23213,4.9687963
N. H. Hathaway,52.39054,58.296795
W. H. Woods,50.660675,53.068066
G. Mcfarland,59.778404,-43.018055
Nelson Ockry,39.728184,-18.997766
D. Hollins,44.378864,24.855526
John J. Carey,42.24129,24.744387
Wm. Dolerson,39.518845,-18.905285
Willis R. Wilson,37.96442,-18.935976
O.P. Hoyt,38.170643,-19.611824
William Scott,45.272892,23.571625
Michael Servetus,-18.392836,48.10685
Evans,12.970456,-58.624054
F. A. Duterte,-19.445234,48.58943
George C. Anderson,-15.302048,47.615826
John G. Wolf,-16.731201,48.18923
George Adley,-15.616889,47.841995
Patrick -Rsb- Henry,9.567423,79.74463
Simon Jackson,-27.994696,-20.357801
Wm. Lloyd Garrison,-57.984943,28.292149
Owen Dawson,24.53127,8.786889
Henry J. Garnett,22.428709,6.264373
Charles B. Fisher,24.180687,7.8395467
Williams Meads,-43.768192,-2.7042925
J. Mcc Simpson,-1.3910699,-64.69045
J. Freeland,-5.7595468,-63.52218
John Booker,-9.217288,-62.675743
J. Manley,10.871424,-59.84868
W. H. Mann,10.896023,-57.66033
James H. Washington,-44.680817,-70.02009
M. Scottron,-36.027523,-67.383446
S.J. Murray,-38.581818,-70.21161
Taylor Miller,63.84825,-41.98107
Cork,-41.37292,-65.910736
R. L. Kilpatrick,46.03541,59.888737
W. P. Moxley,11.778765,-59.31101
Samuel V. Berry,-44.08908,-29.233938
J. Moss,10.755451,78.971016
Knox,61.07277,-32.530895
Long-Island,-50.086025,29.552229
Tunis Blake,-50.087246,-28.825548
A. Johnson,-48.330097,-30.560003
G. H. Johnson,80.406525,-2.362884
C. M. Johnson,82.664986,-3.0858788
Isaac Brown,87.176575,-5.7832413
R. Springsteal,-38.84396,-28.035639
John Groves,26.61238,-92.083405
A. Jackson,-48.886833,-5.9439583
Horace King,52.30128,-52.121872
H. V. Robinson,58.377583,-49.384773
R. Nichols,68.02578,-41.55657
Barnes,16.004683,-30.50834
Louis Overton,16.18722,-30.412237
Fremont,19.834726,-31.405764
J. C. Hester,57.67643,47.417564
Ralph Randolph Gurley,-20.98528,-2.8745055
W. P. Mcintyre,-25.338383,-0.6346828
Adam Blake,-39.68027,-25.993996
James Baltimore,-51.344433,-28.93015
Alexander C. Luca,-60.802155,26.919851
Crummill,-43.592804,56.832504
J.W. Adams,-48.399746,66.090195
James Willams,-48.896923,63.239006
Wm. B. Purvis,-1.027824,45.889885
A. P. Faucett,22.002079,-4.6342583
Samuel C. Johnson,0.23311944,47.576393
C.J. Carter,4.5260983,48.196785
James Cefous,-14.592789,70.90845
A. D. Berghardt,-16.3635,74.066216
J D Tinsley,43.792713,23.038708
Prudance Crandall,-21.126324,18.034817
William R. Decorderer,-74.92927,-2.064468
Tim Machlin,68.56523,17.40662
W. C. Nell,-58.827232,-4.7542467
Thomas H. Perkins,0.30844972,-3.8381808
Isaiah C. Ray17,-0.24127406,-3.9668088
Noyes,-1.2266597,-62.900677
Thomas H. Thomas,-40.349438,-66.71396
W. H. Johnson,-40.955204,-71.13314
George W. Goines,-45.167797,-66.68097
J. W. Divine,-1.1577646,-70.484604
J. H. Perkins,-2.707663,-62.371098
Jefferson Davis,-38.701576,-65.15224
Ockry,37.717968,-19.689795
Jabez M. Fitch,38.81058,-18.460892
Herodotus,39.051872,-19.973343
J. P. Shooks,17.212639,-4.209847
B. F. Lee,49.73716,-48.226673
Dupee,64.145905,-46.310425
Ralph Sandeford,66.80422,-41.329876
Toby Stewart,56.30305,-49.88708
Mosel A Jackson,-47.083282,-0.7916522
J. W. Lewis,-59.946674,-4.8241735
Barrett,1.7175264,-63.799046
W.F. Johnson,-21.037338,-3.4979868
Davenport,-8.365987,-2.91022
Wm. H. Harpers,-15.8087225,79.13245
Ransom F. Wake,-51.29681,27.522625
Junius C. Morell,-63.76248,17.959843
A. Furguson,7.0181994,76.90769
G. W. Booth,7.119508,81.08195
Charles Mortimer,-52.364265,26.27044
Coxsin,-55.58668,27.95393
Preston G. Wells,-41.37279,-70.20472
B. Allen,9.361642,-4.666425
T. Y. Mason,19.181068,-36.51562
J. Robinson,23.136253,-36.427837
Henry F. Thompson,-6.561523,78.42211
Rufus Conrad,8.781109,9.475963
Young Booker,9.347159,9.800542
Darnes Clark,9.760753,10.154212
Bolles,9.863217,10.326564
Conrad,9.643159,10.014879
A.J. Anderson,9.3924265,9.867461
J.C. Browns,43.964893,24.763721
J - Mccrummell,-71.32949,-3.9373767
M. Brown,9.421647,2.9198327
Wm. Talbot,9.536054,5.298611
I.N. Tripler,37.664925,5.0092244
Wm. Bener,37.68247,3.6559548
A. Morris,95.39082,22.65828
Thomas Benton,94.139,21.725597
Lycurgus,40.037495,-18.677914
Thomas Freeman,39.55991,-19.394403
H. O. Wagener,-19.821856,-48.46657
Propontis,-18.527088,-52.138256
Mccrummel,-18.394335,-46.91392
Allen,-0.20893432,-5.0176606
C. C. Cleaveland,82.00283,-1.1998464
Jeremiah Bowser,-40.861504,30.178339
Charles H. Reason,-17.989048,-47.96549
John Adams,-16.521458,-47.46594
James Deavour,-39.139328,30.002731
Samuel Combegy,-47.846848,30.430943
R. H. Wilkerson,46.60432,58.170193
George W. Mcintosh,54.05931,56.6572
A. L. Asberry,57.23157,52.58346
B.C. Perry,-0.28873265,-4.963767
Solomon Peneton,0.92950165,-4.969
Elimus P. Rodgers,-23.203333,-14.709173
J. Benjamin,25.398294,-91.25584
N. Hampshire,25.213417,-92.42246
Newman,-38.21737,-65.625885
George Garrison,-18.827955,21.989647
W. J. O. Bryant,-14.706512,72.35692
M. R. Rogers Webb,46.095375,59.054718
J. W. Taylor,56.889225,48.858154
Lewis Francis,4.148092,-2.6510277
John Van Pelt,7.255932,-2.9423609
J. Hill,26.506472,-90.24599
James Mc Crummell,-41.54971,25.53156
Charles H. Levick,-49.273373,27.171574
Thomas Downing,-67.4769,28.152494
J.C. Morel,-59.939945,27.884151
V. P. -- H. H. Mauday,-58.098747,28.424723
S. A. Hackworth,28.660791,-9.310028
Benjamin Anderson,-38.867844,-27.975298
Messrs. Watkins,-54.06627,29.082478
N. Y. ; S. E. Cornish,-7.708715,-25.91827
E.P. Rodgers,-50.226364,-27.884115
Benj Wheeden,-43.096455,-2.7651367
John K. Kane,-4.5613494,-1.6367381
Charles Birch,-72.72751,-4.1800814
Walter Burr,-44.467606,62.34374
Slambie,-16.179264,-45.407776
A. Perkins,56.902004,-43.355644
H. O'Conner,37.109005,4.084334
Emanuel Franklin Of Davenport,37.3957,4.671641
Samuel Meeks,37.62069,4.006951
Thornas D. Coxsin,-52.130096,28.639858
John W. Page,-36.072945,-70.771645
E. A. Anderson,84.30036,-3.1347356
P. Clay,-47.71341,67.23149
David Stevens,-2.6334996,10.952043
Alexander Brown,-2.3504908,11.297882
Vameller,-42.254524,-27.491756
J. W. Hood,18.11593,-4.6951118
Abner Cocker,-42.887104,28.49477
A. Morrison,-17.079662,21.72493
L. Carter Beman,-14.970027,25.217503
Donnell,58.99745,47.801006
A. Thompson,59.212265,49.404385
R. H. Hall,10.53116,81.01406
H. Lights,45.15185,60.333008
Thomas Shipley,-73.57905,28.24102
Benjamln Lundy,-49.51593,27.741734
Wilkesbarre,-63.984837,27.436764
J. D. Bonner,-16.207657,-44.27625
Lorraine,16.56122,-2.9757893
B. J. Hadley,58.579517,-49.515938
Thomas Of Mason,19.03616,-31.562937
Henry Bradford,18.232307,-32.245712
George Williams,3.7280045,25.261543
Daniel Stone,4.541864,26.89518
Henry Jenerals,4.1774044,24.684202
Howard,8.950312,79.73357
Joseph J. Underwood,9.162433,77.02119
William H. Hall,6.056551,81.33908
Thomas Earley,-19.292866,44.73744
J. F. Lawrence,12.444502,82.3271
Herbert,10.643711,82.76764
Francis Whitbeck,-31.416737,-23.021296
Henry L. Simpson,-30.524776,-22.394754
Ellis,-17.698814,20.53473
A. Posey,-18.046305,22.551535
P.M. Williams,-16.612219,21.603416
R.J. Cowes,-20.066338,17.890404
Stephen Wright,-19.031542,21.618992
G.W. Francis,-18.264631,22.795605
William T. Watson,20.409624,-34.76772
J. R. Giddings,7.7021694,-59.909763
Canfield,6.8043847,-60.12335
Waller,49.55482,58.53897
John Buckner,11.2654,83.161385
Washington Hunt,-24.622377,-1.6896628
Chan,-23.691202,-1.7709168
George C. Brown,-41.195343,-28.89049
Lundy,-40.162296,30.300049
Bishop Allen,-38.828045,29.533632
G. Laws,-39.940994,30.132633
Manuel S. Jackson,24.61412,-91.39587
James Kent,-25.698336,-2.336479
J. Jeffrey,-8.955367,-27.69938
Wm. Sanders,-10.81805,-28.179394
David Wycoff,-8.07302,-28.079214
John Wendall,-9.932419,-28.242523
W. C. Munto,-5.640505,-26.52341
B. Smith,62.725983,17.59469
D. Hart,3.306145,-70.55508
A Crummell,-44.587418,58.622803
B. Croger,-52.392754,-28.05478
Thomas Butler,-73.06837,27.17827
Robert Robertson,-47.21315,66.86251
Moses G. Wilson,-45.814533,64.59126
Morgan,0.8285924,-72.04781
Augustus Anderson,9.593436,-59.062496
John C. Jones,11.882586,-59.388306
B. Randall,-21.070026,18.622803
W. Peters,-17.76713,19.679201
E. P. Rorgers,-46.769104,64.31936
J. Cole,-48.7282,64.979
T. Gould,22.796799,46.531403
Hunterdon,22.556637,44.963917
J. W. Brooks,53.351765,-39.423588
J. G. Bias,-45.294033,65.52788
Leverett C. Beman,-63.409634,-2.3180351
Charles W. Gardiner,-50.560734,56.76324
Augustus Howard,-24.903135,-16.73999
G. Lawrence,-49.16162,-28.600508
Crasbaw,65.652756,16.89319
Douglass Rodes,64.2007,16.853025
B. R. Taylor,52.264423,-42.68016
L. W. Cummins,55.154095,-50.33868
P. J. Crenshaw,48.176754,-49.903114
G. W. Shafer,68.11501,-41.164173
Wharton,-57.26233,25.251205
N. W. Jones,-7.266883,-29.49855
Jeremiah Miller,-43.831284,27.2631
Stone,37.328766,3.425296
T.C. Mott,36.804417,4.4053288
H. Price,37.159298,3.8945756
G. Kelpher,38.05311,4.5002456
Louis Isbell,16.93623,-33.641006
Willet,64.55664,16.428532
J. C. Beeman,-77.628815,-5.6619925
G. D. Washington,-72.74043,-5.617172
John F. Willams,-75.911385,-5.396242
M. Robinson,-9.048653,-25.29553
John W. Adams,-49.150356,62.57276
James Campbell,-46.75936,65.11116
I. Gibbs,11.993324,81.33542
William Hough,9.336922,83.2487
Henry Ford,8.628647,-59.24277
J. H. Rogers,23.918934,-90.56444
Makanna,-18.3595,-47.466427
A. R. Campbell,83.32238,-4.5996633
Pindar,38.10777,-17.863518
John Dunbar,-27.341398,-20.362257
J. A. Furbord,-42.85784,-27.592209
Primus Robinson,-55.102104,-27.16411
R. Murray,-48.28307,-28.505648
David Thomas,-46.568684,-30.210297
G. B. Gray,5.621652,26.510633
John Charles Fortie,-46.96443,61.073746
Lewis H. Nelson,-73.092705,-5.6027637
Mansfield Herbert,-1.8822035,10.885485
R. D. Stewart,-2.329899,11.607981
Ishmael Locke,-1.5949074,11.592391
William T. Catto,-2.705081,11.12748
Samuel Morgan,-49.292587,64.40481
John Butler,-11.7665415,71.87592
Thomas Rix,-9.020927,78.587776
F. G. Barbadoes,19.265955,87.64147
Wm. Robinson,10.204901,76.10775
S. Sparrow,19.506907,-36.086445
Wm. H. Day,-17.514503,-50.353107
Underwood,2.8477774,-69.39931
P. Letchford,-1.2836772,-69.450424
C. A. Gibson,8.440641,81.27257
Andrew Collins,10.738295,82.04546
J,46.588203,-46.019943
W. P. Mcintosh,-3.7822797,-26.847858
J. Wencell,-23.812529,-15.3076515
Austin Steward,-60.56199,18.074936
Lyon,-16.06305,-47.147198
W. H. Channing,-17.048021,-45.35698
J. S. Boseman,18.35275,6.726786
William Floyd,18.174747,6.0457864
Nathaniel W. Depee,-72.62273,-1.1318995
John J. Zuille,-56.331978,-27.174635
Peter Mott,9.5220175,5.1641145
Stollz,-17.480812,-46.5851
Sampson Peters,-62.1623,28.124744
James Gibson,-40.619442,29.009333
L. A. Martinet Virginia,23.869795,-5.12709
Stevens,19.863934,-16.162825
Lloyd Tillman,-44.703884,-27.804674
Thomas Cisco,-15.072764,24.919827
James Dunlap,1.5358758,-61.58067
Nero Claudius Caesar,0.16779555,-65.90165
Daviess,19.186396,-33.92383
Samuels,17.042555,-31.18811
C. W. Ellis,15.646586,-30.800856
Mary Smith Curtis,69.45341,17.361486
