label,x_val,y_val
Henry M. Merriman,-8.97906,48.8139
Edward Tiffin,18.4427,-52.3124
Alexander C. Lucas,-22.2641,55.8109
George Wilson,-55.6065,-0.0549666
Ruby,2.37296,2.68857
Geo H Baltimore,-54.8773,-1.26343
J.B. Sanderson,53.7111,28.8255
Talbot,1.08929,2.08741
J. W. Brooks,45.3091,-35.3588
James Popel,-16.1314,33.6939
Rowland G. Roberts,-12.7947,67.7193
Wendell Phillips,18.2665,-5.13452
James H. Johnson,18.1756,-5.79187
Abram J. Morrison,-24.2122,15.4393
1850.NY-08.21.CAZE.txt,-16.0738,-78.6064
Ellis,-56.6391,25.1737
D. C.,-37.1201,-9.56777
Atlec,-8.57735,48.155
Walter K. Mower,-23.8542,-41.0325
C. B. Stephens,18.7144,21.6347
J. M. Benton,18.2163,20.438
G. Weir,-24.2459,-14.0074
Mercer,17.8129,68.4159
J. J. Clinton,-2.62747,-58.0498
James Hubbard,52.1809,28.6694
J.S. Cary,-7.59833,-13.6276
Purnell,-54.1423,-0.346277
J. M. Cordozer,-24.3092,-17.6153
G. B. Vashon,-10.1871,11.151
J. H. Harris,9.96633,40.0194
E. Whitsill,25.1853,-60.3665
Joshua P.B. Eddy,-27.7485,37.1309
1844.NY-09.18.SCHE-Minutes.txt,-52.8709,-19.8745
J. B. Bosley,38.9735,-23.401
Jamcs Mccunc Smith,-57.6707,-0.463767
D. J. Starnes,17.4821,16.5257
S. M. Tod,-8.57579,-63.8661
Charles A. Yancy,25.6182,-59.6558
J.J. Bird,40.0605,-20.9025
Philander Pitts,-58.3425,24.9916
George Adley,-16.4372,33.7448
Davis North,43.4934,-15.0852
F. R. Richard,13.9808,20.4995
William H. Topp,-42.227,-20.43
Parmer Johnson,-33.9693,38.2025
George Rose,38.6368,12.748
Shaw,66.5821,2.03593
Wm. H. Christopher,24.8788,46.9851
J. Lain,-43.3553,-30.273
G. W. Tucker,-31.7011,-20.5033
M.W. Gibbes,-16.5767,34.2906
Henry C. Sippins,-9.18871,48.9863
P. Anderson,31.5295,46.5854
Lewis Putnam,-54.7826,1.72642
J. Wandall,-21.903,-18.2052
Wm. Lambert,47.7803,-38.3285
Lowe,-2.21072,-70.2483
J. C. Breckenridge,46.5854,2.27865
Payton Harris,-12.486,7.549
Jake Anderson,16.6391,18.2947
John H. Stephenson,17.5455,69.1725
Sam Flood,16.2384,17.9983
Peter Killingworth,26.6359,50.5839
Wm. B. Purvis,-1.25501,27.386
W. H. Mcalpin,38.806,-22.8169
George Ennis,-58.8865,0.452488
Stephen A. Douglas,-19.8833,-1.67461
Elimus P. Rogers,-45.046,-20.6111
Sadie Nelson,15.7394,16.267
C. N. Love,14.6557,16.9534
Hopkins,-16.5277,34.8033
Detter,51.1978,28.8207
George M. Arnold,31.6409,-1.71706
J. Dickson,3.02284,0.254632
E. Weaver,-26.818,-43.8372
L. Adams,28.0667,-45.2932
Wm. Jackson,25.66,-61.8109
Joseph G. Agness,-36.6992,36.026
Jason Jeffries,-28.0213,12.1497
J.P. Anthony,-2.94461,-59.696
Daniel W. Moore,-33.7651,38.8908
Leonarad Black,-59.2217,23.195
Isaac Whipper,-12.1455,64.6724
Roberts,37.1083,10.2545
Thos Van Renselaer,-56.4218,-0.417381
Elymus P. Rogers,-57.2784,24.2185
Isaac Brown,64.6561,3.54392
G. Lawrence,-42.8874,-30.6505
Samuel E. Cornish,-15.3411,64.8326
Serrington,-57.4306,-19.6078
J. R. Taylor,37.6664,-21.9639
Jack Johnson,17.3435,19.9435
1866.TN-09.01.NASH.txt,5.88552,-64.1029
George R. Sims,47.5158,-39.6018
North,44.6354,-23.0824
Smith,-102.185,87.6997
S. Cotton,17.6984,20.6977
D. Dudly,2.55232,-55.1762
Barnum,36.0187,-21.1088
James Wilt,-3.03017,-55.2499
H. R. Crummell,-44.5934,-28.716
Peter Ross,-7.25459,-47.1038
D. B. Bowser,-18.9835,29.8361
A. N. Freeman,-1.19351,1.07046
Scott Decision,-14.5178,-55.8215
D. L. Lapsley,63.1424,2.16575
Cowper,-37.952,4.52197
1851.NY-07.22.ALBA.txt,-39.1354,-9.14049
F. Tanner,-1.48958,-50.2452
Chang,44.6853,-21.5792
William S. Thomas,-12.7114,67.6241
Solano,30.5516,43.0882
Andrew Grant,-44.6752,-29.6598
N. J. Benj,-55.5549,1.40333
W. Francis,-58.035,23.7715
Augustus Gifford,-42.9383,-30.5364
Leo,-29.6424,12.3775
H. Henson,-7.73135,-14.4204
Searey,36.8295,13.6048
J. Gillem,41.1244,-16.0431
S. M. Africanus,-58.4545,24.686
L. Kelly,-10.7265,9.69094
Lloyd Tillman,-44.0868,-30.5394
C. D. Williams,21.1187,-51.8557
J.J. Simonds,-38.1286,4.97771
Codding,10.8349,-14.0145
Colvin,-2.6326,-58.0856
L. H. Holsey,38.6759,-17.7115
J.M. White,-2.62852,26.8856
Nathan Sandford,-10.5941,11.809
Carter,31.3774,31.4598
Sayre,-16.8826,-77.0318
Joseph,18.3975,-52.9255
Johm Mercer Langston,-11.646,9.81779
Joseph Whittington,-34.2455,34.4465
Peter C. Murphy,40.107,-20.1731
Charles Vosburg,-3.07329,-55.2634
R. Nichols,38.6836,-19.6409
William H. Storum Canandaigua,-8.68349,-30.7848
Benjamin Matthews,-2.27361,-69.9575
J. Roberts,3.89176,0.880196
C.L. Reason,-39.2631,-21.2647
Charles Sherman,-43.8039,-30.4729
N. Gibbs,5.98435,-50.3353
Isaiah C. Wears,-28.0901,13.9244
Thomas James,-31.337,-36.0294
Stevens,12.0637,-26.164
A. J. White,31.8195,34.8959
Winstone Hawkins,37.7622,13.6744
William Penn Howland,-20.1758,-3.13005
J. W. Duffins '' Cor,-8.75816,-30.8376
M.W.L. Knox,-2.14912,26.9695
A. T. Burgundy Smith,11.7877,-13.7443
S. Golden,-30.052,14.0953
L. Cox,-8.31577,47.7078
Carlisle,-7.52502,62.6373
George A. Rue,13.1269,-27.6441
Leonard A. Grimes,1.05571,-37.3469
Thos Van Rensselaer,-54.6509,1.74346
Fisher,-6.15775,-15.0697
O'Connell,-21.1477,-34.0692
E. P. Rogers,-44.3814,-20.1531
John Smith,48.343,-39.271
Granville,12.7842,-28.0785
Mordecai,25.3408,-59.6812
H. J. Brown,-3.32132,-58.306
Samuel J. Murray,-20.4385,-40.9222
John Lang,39.7925,-22.8557
Aid-De-Camp,-22.582,50.7419
J.W. Logan,31.4218,-1.42349
Wm. H. Harpers,26.6159,49.0047
Powell,-56.7612,-17.8441
John Merry,40.3941,-20.4435
Henry Marrs,38.7713,13.3922
Hayden,-23.5071,-0.991164
William J. Wilson,-31.6149,6.83854
S. S. Campbell,17.3522,14.8194
Gould,18.6045,69.0643
Basset,-25.1555,-42.7384
Crummill,-37.5361,36.5386
Frances A. Duterte,-30.1126,14.8052
Alexander Proudfit,-37.1456,-7.18248
Wm. Watson,-23.7512,-18.0668
Gonzales,16.8829,19.9684
Hoyt,26.1392,46.9869
William,0.622241,58.2902
Nickens,-10.4231,48.6752
J. A. Montford,38.207,10.9153
Davidson,67.2032,2.23394
Professor Vashon,-0.241283,-63.6094
Ishmael Locke,0.505756,-52.4155
A. W. Niles,3.79232,0.160748
Charles Langston,34.9062,-54.4175
Volsci,35.4285,-19.0441
J. W. Hood,11.6198,-26.4136
Day,26.5961,-51.7862
N. Bedford,26.0073,50.2195
N. H. Corresponding,3.23605,-0.381789
Lambert,47.5831,-37.7139
Meyers,-8.73738,-30.8124
Robert Vanvanken,10.3563,38.2025
Charles B. Fisher,31.7055,-1.99053
George Shreve,0.471267,-52.4399
John Charles Fremont,5.98224,-50.3352
Calaveras-James Cefos,27.8254,48.8664
A.W. Handy,31.925,-1.53546
Anthony Schuyler,-46.0736,-30.6744
Martindale,5.85824,-58.9628
G. Reece,3.96373,-79.5595
P. A. Bell,25.404,52.7446
Archie,42.6512,-13.1299
Alex Smith,10.6482,-13.8906
Hoshea Easton,-8.47551,48.3424
Burr,-10.2835,48.2439
John Berrian,1.59412,56.7036
Louis Travis,17.6105,18.0177
S. Graysen,-0.952546,25.8701
W. H. Council,36.3946,-15.1873
Samuel Wells,-16.6418,-76.9154
James Allison,64.785,-0.00250965
Townsends,49.0153,29.6653
Stephen Hilman,51.0221,29.1944
Griffen Griffin,-56.6382,2.97099
Benjamin Wilson,-8.74633,48.405
Francis Baker,-42.4877,-30.9653
Frances Ellen Watkins Harper,-23.9294,-42.011
E.F.B. Mundrucu,-19.5861,-2.54278
James Ryan,38.0561,13.7083
1865.CT-06.06.NEWH.01.txt,2.84267,-2.14768
John Harrison,-56.323,1.66468
John D. Lewis,44.8627,-15.3412
Horn,-59.7094,-1.26219
Julian,-11.5273,9.62409
Theodosia Gilbert,-16.7357,-77.2704
Samuel Harrison,-19.2349,-37.5453
H. G. Newsom,43.036,-19.1263
W. W. Brown,-24.4312,-12.9613
Henry Jones,65.3416,2.91198
C.M. Fisher,30.7541,-1.97211
H. Hurd,27.4368,-45.9375
John P. St. John,-8.57248,-63.8631
Thomas Davis,-16.4729,-77.9106
Henry Highland Garnit,-23.3662,-18.5718
Samuel Watkins,6.57161,-62.9717
John Claiborne,64.1938,0.910322
George W. Francis,-14.6822,11.4383
Sampson Talbot,-24.5909,-17.0089
Yates,-28.8234,38.63
Jeremiah Asher,-27.9652,16.4136
James Willams,-33.8188,37.1528
T. Green,41.8355,-22.3508
James H. Gant,-2.18355,27.7134
R. Nelson,-8.56911,-63.8666
Wm. Tyson,-8.7519,-30.4472
Armstrong Archer,-40.5738,-22.2062
Menser,6.49783,-63.2063
H. Jackson,-48.0972,-25.5539
Fordyce Rice,-16.2965,-77.5302
Peter Rowen,67.1883,2.83904
A. M. Summer,-24.6834,-17.345
Morgan,28.575,-46.9591
John Mentin,-36.7143,36.9677
P. C. Murphv,44.6375,-16.9816
W. C. Patrick,50.1995,30.8993
Martin Van Buren,-9.40153,10.2569
H. Neviells,18.4616,18.1883
Shaw George Haden,64.0774,1.08112
John W. Page,-23.1894,-42.3956
Brogden,17.6105,70.0839
J. Bird,26.8125,-59.9411
W. M. Alexander,13.9808,14.5068
Y. N. Johnston,13.1346,19.4671
Wm. H. Hall,31.5027,46.6147
John R. Lynch,39.892,-24.8603
H W Johnson,-54.7628,0.695926
Moses Dickson,42.9811,-16.1505
J. H. Barguett,18.2989,-5.71611
G. W. Evans,27.9703,-45.5217
N. Blount,-43.9687,-31.0568
B.K. Sampson,-25.1312,-38.9096
J. C. Ellis,17.5714,14.725
Joel Ware,-27.7635,14.7706
T. J. Vanarsdall,37.2426,11.1692
A. R. Campbell,67.8621,3.54308
Stone,-2.37334,-70.193
Cromwell,42.9699,-26.8161
J. M. Goodloe,42.6937,-15.2918
G.V. Nelson,-27.1978,14.0158
Fredrick Douglass,-29.4839,11.8601
Charles L. Remond,-25.4746,9.97466
W. Watson,-26.3245,-17.2486
Henry Hurd,28.2661,-44.5517
Toussaint,43.3713,-15.8019
W. H. Mitchell,20.5709,20.8124
M. Morris,65.8311,1.11954
C. G. Wimbush,44.9308,-21.7403
A.H. Richardson,10.868,-13.5502
Thomas B. Shorter,-0.618837,27.102
O. C. Hughes,-25.5026,-40.4457
Louis Overton,18.0088,-5.71001
Isaac Sharp,66.8864,4.66762
Scarlett,-8.62477,48.2403
W.C. Monroe,47.5055,-39.2782
L. I. -- Jacob Deyes,-12.711,67.4287
Alfred M. Green,-29.0436,-36.342
John B. Dupuy,0.0747676,57.4997
Joel W. Lewis,1.33604,-37.515
J. Williamson,4.32193,-79.1453
Edward R. Phelps,32.791,33.3618
James D. Kennedy,36.2723,-21.8282
H. Bradford,15.0049,-9.03558
J. Demming,-57.2447,24.2841
A. Dempsey,27.4141,-45.8333
Schank,18.4278,68.528
M. W. Gibbes,-15.7222,32.965
Greene,-37.6981,-0.721018
Evan Williams,-9.21125,47.3742
Samuel D. Potts,-4.28908,69.9661
Andrews,17.4704,-39.9155
Charles A. Burgeois,43.7191,-16.6453
N. J,-23.7528,-19.5854
John Dickerson,37.144,11.9556
G. Mcfariand,43.2074,-24.5327
James Fountain,-24.2512,-18.288
Charles K. Kook,-21.9368,56.9525
Charles Anderson,-12.9966,64.5062
G. Barbadoes,24.3709,50.9535
Sarah Antone,-19.755,-2.62155
James Martin,-28.9547,13.612
Albert Brown,-57.4071,-18.1043
John Wesley,16.7972,-52.9314
A. F. A. Pope,41.5075,-21.5379
Danl,0.612289,25.7203
Charles A Yancy,35.2624,-54.3081
H.T. Smith,52.4597,27.7575
William Wharton,-0.726744,57.1455
W. J. Watkins,-27.5643,11.6064
1866.NY-01.01.ALBA.txt,-19.8912,-44.7886
Jehial C. Beman,-11.4091,8.55858
J. Cefos,26.5403,49.2605
James Kent,-38.6097,-6.46556
Robert Mershon,36.1863,12.9539
Mason Gauson,-57.2976,24.6979
Samuel C. Hutchins,-5.36975,53.1232
George B. White,-1.05649,28.1573
P. B. Lee,-43.053,-32.6045
Samuel Meeks,-2.24226,-70.0517
William F. Murray,-23.2378,-43.3049
Charles Pier,3.33238,1.98047
H. Brooks,-19.6881,-2.57679
N. Henry,53.1187,31.5275
Garret Harris,-58.2066,-18.916
R. S. Halbredts,15.957,20.7927
J. B. Handy,52.3865,26.1188
Charles Hatfield,-12.8598,67.613
Jermin W. Loguen,-24.3584,-15.943
Stehen Smith,-32.4162,34.5467
Samuel Galloway,26.2231,-60.6319
L. M. Malones,17.5529,16.6612
John B. Roberts,-32.4202,36.389
Charles,-32.9457,-9.26264
J. Cole,-34.4058,37.8461
Edward E. Duplex,27.0638,48.3038
William Johnson,16.1936,-8.71619
John Mclean,-16.6504,-77.2982
Blair,-14.4595,29.8435
Bruce,-23.1345,-38.8298
Wm. Blackstone,-56.7954,22.6963
Alfred J. White,36.5026,38.9294
Henry Williams,-40.0109,-12.9925
J.W. Logueon,31.3874,-2.17126
Manuel Quivas,50.7918,29.6002
Overton,18.7579,-5.28754
Benjamin Harris,-34.726,36.5371
Edward White,18.2357,-5.04924
S.C. Pomeroy,46.3597,1.71901
S. J. Hollensworth,-7.93819,-54.9512
Gerrit Smith,29.9283,-49.402
George M. Perkins,43.0825,-20.0638
L. W. Baker,16.4145,19.3121
Robert Lee,-7.2597,-47.119
W. H. Davis,3.69855,-81.0524
A. L. Carr,65.2133,1.70073
J. A. Hubbard,-42.0778,-30.5007
J. J. Dickson,-16.9423,34.7362
Levi Medford,-34.4469,38.2417
Noah,42.9691,-26.8156
Bacon,3.0096,57.1287
G. W. Booth,50.621,29.1205
W. H. Wallace,19.3695,17.9734
North Benson,38.1199,12.0306
Corbin,-2.234,-70.2107
D. Stokes,32.1714,34.4182
Wm. Steward,18.1987,69.5333
T. G. Campbell A. H. Adams,-9.53607,10.2768
Long-Island,-12.9339,67.5387
Gaika,-10.9767,11.319
Del Norte,27.7862,48.783
A. Aray,47.5818,-38.4196
John Bull,-9.43549,9.64103
R.H.J. Corman,32.2476,-1.20822
Jacob R. Gibbs,-30.5132,13.9597
J. C. Bowers,-18.61,28.9103
James Baltimore,-44.7605,-29.0876
Alexander Dickinsen,64.7971,1.85838
John Welch,-2.52689,26.1766
Adger,-1.74792,27.4084
W. D. Moses,36.4561,38.9797
Eli Johnson,-37.6503,-25.41
Wm. P. Mcintire,-24.8223,-17.7703
George Hart,31.8107,-2.007
Joseph C. Holley,-10.5709,10.1382
J,-2.79479,54.7214
E. E. Outland,1.49759,-59.0492
Nichols,28.0855,-46.1658
Delaney,-5.51322,-14.876
D. Thurston,1.84975,0.118709
L. M. Jenkins,25.7773,-60.1276
1872.PA-08-31.HARR.txt,-0.644132,23.0065
George Galbraith,-15.8878,31.8729
M. Sumner,-57.3536,2.62972
Charles Hubbard,-56.7401,26.1233
Moses B. Cass,31.8473,-1.67795
Austin Steward,-38.7906,-21.9052
H. Francis,17.5085,-39.7705
J. Simpson,-6.85963,-13.9538
Francis Douge,-38.2612,-6.64052
J. M. Whitfield,-9.75093,10.2309
H. H. Garnett,-56.177,-4.32237
Kenedy,54.9013,31.047
Samuel H. Davis,-25.9637,-18.2406
Steward,17.5191,69.3866
Wlliam H. Robinson,12.0127,-13.6651
Sumner,48.9021,-12.5071
J H Henderson,-55.2638,1.92426
O.P. Hoyt,47.2848,-37.3736
W. C. Cole,16.4629,16.497
J. H. Salor,65.8398,1.14759
Richard Dickson,2.91309,0.679347
L. W. Minor,28.6675,-45.022
G. Britton,-0.475682,-59.4415
Morris,-21.5573,-12.7606
Isaac Flood,52.7043,30.8322
F. L. Lights,15.8329,13.5692
Whilldin,-33.6788,36.4829
J Schuyler,-53.3623,0.821447
Allen Lockerman,-16.6421,-62.9951
Samuel Jefferson,-45.0173,-32.029
Lyceums,-56.1954,-18.1909
Paul,-12.3114,31.3879
W. P. Moxley,18.591,-52.8749
H. H. Gamet,-54.1373,2.61665
Messrs. Topp,-8.98726,-30.7872
Hannibal,44.6467,-22.8205
A.J. Barrier,-21.9899,-41.3923
Samuel Clark,46.2076,2.10241
Bertie,13.0915,-27.6311
J. G. Smith,-21.3423,56.353
N.W.,-25.2215,-18.966
Uriah Lett,-23.5855,-17.6853
Wm. Scott,2.63464,1.51565
Michigan Bluff,53.9952,27.6561
Wm. J. Bowditch,-27.9174,12.8103
Halls Of The Montezumas,-15.6471,32.8454
Carter Stewart,1.62186,-61.8797
George Aiken,10.8704,38.664
1851.OH-01.15.COLU-b.txt,27.3155,-61.3216
Makanna,-7.50405,10.3811
Henry · H. Garnet,-59.0523,-17.3779
Wm. Allen,21.3937,-60.2246
John M. Dolan,-45.4329,-30.3419
N. Morgan,29.7276,-45.8531
J. N. Mars,-42.3713,-31.5172
L. A. Grimes,-25.6717,10.2581
Griffen Griffins,-54.8822,1.42468
Belfast Burton,-7.50946,67.4964
1865.CA-10.25.SACR.txt,31.5226,45.4666
James Butler,-31.678,31.394
W. C.,-56.2431,-0.160156
A. Clark,2.66373,-77.6367
Josh,-35.0672,33.8684
Bayatt,36.9312,12.0107
Benjamin Weeden,-57.1291,2.74412
William Van Alstyne,-45.25,-28.7975
Samuel B. Hyer,53.0021,31.3002
T. H. Cooper,18.2475,70.4352
M.A. Cowan,-0.276451,27.0801
W. M. Swanson,15.8775,15.9307
Joseph C. Stevens,-30.125,13.4708
Isaiah Gibbs,52.632,29.9367
Henry Rhone,18.1365,19.7915
Robert Thomas,0.477929,-52.4268
Morton,-55.7066,0.539246
Wm. Stanford,-17.006,34.301
Kirkwood,-2.26737,-69.831
H. G. Piere,-24.5883,-20.2939
Geo,-5.08861,27.788
F.L. Cordozo,-24.9557,-41.024
Sherman,-25.7556,-44.2048
Henry Washing,18.8004,-52.3631
Lewis N. Bedford,-2.3546,28.1166
James West,-3.91147,69.8597
A. A. Simms,16.6844,16.3674
King Boombo,-10.4841,11.9991
W. D. Anderson,-43.5346,-31.6126
John H. Williams,34.9317,-54.0883
Thomas Buchanan,-38.6222,-8.19388
J. Theodore Holly,-5.80219,-14.24
Wm. Joeson,-9.04133,10.0593
L. Black,-55.9084,22.5252
John F. Hartranft,-3.08993,-55.2703
Aaron Roberts,-21.5289,56.0824
T. Tanner,39.5577,-22.6333
Abraham Stanley,-36.485,-8.16841
J.C. Browns,-7.69817,-13.2316
Theodore C. Breshaw,-9.20391,48.5793
Benjamin W. Arnett,-1.5092,26.57
J. G. Bias,-32.6852,38.1699
W. Julian,32.8657,-3.56425
Lea,-34.8388,38.5411
J. D. Richards,-25.9754,-39.2238
Caroline,1.30914,1.9554
Augustus Dobbins,11.92,-12.7233
M. E. Johnson,65.8193,2.16682
J. M'Cune Smith,-4.37609,-62.5377
James Smith,11.9525,36.3502
Klosterman,40.1536,-23.8774
R H Johnson,-56.6389,0.100223
R. Nicholas,47.3806,-21.0055
John L. Watson,17.7592,-39.6056
J. Meyers,3.43439,1.64049
Lincoln,27.498,2.88824
E.P. Rogers,-39.248,-21.2969
Stephen H. Gloucester,-5.73359,59.3936
Peter Ledbetter,64.5282,2.58665
Wm. H. Day,-10.5906,11.0907
E. Gordon,11.7608,-13.5689
W. T. Boyd,2.44374,-54.9398
L. Wentworth,4.18223,-0.400628
William H,-57.3179,0.113737
E. R. Phelps,36.4349,39.0705
T. L. Jennings,-5.73714,59.3403
T. J. Goode,26.962,-45.4873
James Foster,1.58806,57.4876
J. W. James,42.1377,-20.2212
Oliver Stone,38.3523,11.489
N. H. Hill,17.7781,21.8278
Bourman,-37.8512,4.79421
James Clark,-33.4729,36.5427
J. Mc.Smith,-56.3175,0.914006
J. Henry Perkins,25.187,-60.9699
A. Wilson,4.51438,0.827801
Wharton,0.107443,57.4912
Wm. Roberts,25.6664,-60.8381
Emmet,-12.683,35.2095
Alexander C. Luca,-7.05102,63.0661
1843.MI-10.26.DETR.txt,48.9636,-38.1791
M. M. Rodgers,19.7493,14.5749
A.J. Anderson,-0.908078,-56.2954
Edward Gilbert,5.98293,-50.3361
Robert Robertson,-31.8399,35.3435
H. Marshall,18.8064,20.5117
Reading B. Johns,18.741,69.4574
L. Jennings,-12.1085,64.6783
Benjamin Lundy,-9.052,62.6432
1868.PA-08.11.WILL.txt,-2.74386,23.9637
Louis Wagner,31.9048,-1.78247
Thomas Johnson,-24.8495,56.6358
1833.PA-06.03.PHIL.txt,-5.01236,60.0139
Thomas G. Gould,-21.7915,-42.8393
Benjamin Pascal,-22.9742,56.8359
J. A. Jackson,5.98344,-50.3359
J. D. Guillard,52.1409,29.7867
Peter Osborn,-25.0178,54.0082
Thomas Watkins,-34.443,37.7174
Meshach Graham,-0.749305,26.4586
Henry,130.616,41.8189
N. L. 2.00,-56.1477,25.4672
E. H. Mathews,-38.0512,4.27396
George Spywood,-5.39231,53.1284
Perkins,28.2216,-60.1307
George Morse,-8.58852,-30.5423
K. A. Hinton,-22.2723,56.1086
T. Crawford,26.7371,-45.5391
T. M. D. Ward,30.5397,43.0912
Jerry Laws,37.5939,13.3185
Theodore Gould,17.6768,69.2997
O. Stuart,-0.533318,-59.4098
W. White,5.37398,-79.1955
A. Elston,-42.4056,-31.8013
K. Miller,15.8947,20.4864
Henry Huston,2.99727,1.95799
Benjamin Stokely,0.562659,56.8391
Alexandaer Posey,-56.7749,23.121
James Evans,35.1407,-54.489
John Wandall,-23.9327,-18.9027
Samuel Hardenburg,-9.72283,47.3584
Frederic G. Barbadoes,33.2305,33.2981
James Schank,17.4931,69.6672
E.R. Smith,0.393106,26.4307
B. B. Young,52.2295,30.0912
Israel Jeffries,1.7448,57.4933
F. J. Wosburgh,50.4247,30.4357
Reese,-28.6981,14.675
Dudlop,52.9484,28.4784
James Fields,-8.7544,49.1101
D. H. Ray,-43.0136,-31.3688
John D. Richards,-22.6942,-42.0241
Lawrence Chaplin,-1.89554,-61.2559
Wilson Freeman,50.8542,27.9517
J. J. Fitzgerald,2.46675,-54.8799
J. Mitchell,2.49625,-54.9323
Lightfoot,17.698,-39.6907
D. Hollins,-7.08761,-15.2902
C. R. Coleman,36.6201,-15.2302
P. Powel,-57.1137,-17.6625
Limos Johnson,-32.8223,35.4414
Peter Vogelsang,-9.81693,48.4977
John Braden,65.2979,4.04726
Anthony Simmons,17.5382,68.8491
N. Harris,47.1482,1.67816
William Washington,-34.0544,35.5959
Jo,11.2917,-13.227
Kenny,-56.0878,3.76002
W. C. Munro,-24.1824,-16.6326
Wm. H. Woods,1.45062,-37.3265
Samuel J. May,-17.4809,-77.2782
Isaiah C. Ray17,-20.0012,-2.04205
Lewis Hyden,1.38748,-37.3672
J.J. Underwood,55.4517,30.5237
Norman,-9.14345,7.89245
G. W. Le Vere,44.3911,-20.8686
Richard B. Johnson,-4.05835,69.7419
Henry A. Chandler,3.68401,-0.62877
Boor,-9.81048,11.1074
J. A. L. Lowery,13.7509,18.9796
Matthew Lary,-34.072,36.3379
C. Edward Seth,-38.0039,-6.91397
Abraham Morrison,-58.2147,23.0529
J.A. Harris,12.8553,-28.0482
John Garnett,41.3022,-17.9436
G. W. Minter,17.1095,16.8621
Wiilliam Garison,-45.8025,-29.5521
H. T. Smith,51.7031,28.551
Joseph Allen,37.4511,11.7632
Albert Outley,-23.8925,-18.427
Bunker Hill,21.563,-54.991
Jeremiah Rogers,2.20315,1.43725
S. W. Benedict,-8.72596,50.3237
Samuel Watts,-31.6688,34.5006
M. M. Clark,-9.87773,8.39853
Bishop Onderdonk,42.4281,-23.2197
Wm. Copeland,28.6021,-45.6035
A. Wheaton,-17.0599,-77.678
J. D. Waterford,4.27287,-79.5704
L. C. Baker,13.9868,16.5912
A. C. Culbreath,20.5929,17.4698
Mr. W. H. Burnham,28.5998,-45.3458
Huston,4.37059,1.07772
James Leonard,-28.2467,12.5314
Andrew Johnson,32.1715,-1.41744
J. Roxburg,-24.9773,-17.054
J.M.C. Simpson,-20.9918,-39.7138
H. C. Turner,-30.9247,35.7636
Kenney,-52.6713,4.4063
John Miner,34.7993,-53.9556
James E. Evans,18.6441,-52.7804
Peter M. Gray,-30.8673,14.0402
H. W. Wadkins,42.7784,-17.537
C. Munroe,-22.6922,50.6693
C. Perry,-16.6096,-62.8422
John W. Adams,-33.6894,35.1641
Alexander Roberts,-19.9225,-2.38926
John K. Kane,-38.0313,4.79856
J.H. Thomason,38.6747,-17.9321
William A. Burley,0.32475,25.7471
Nathaniel W. Depee,-31.0073,13.8812
Maney,67.2611,1.53145
Kagi,10.7067,38.1755
Edwin C. Freeman,-24.5461,-39.2912
Barbary Anna Stewart,-38.0238,4.41393
Thomas Rix,32.6158,34.619
Roland G. Robinson,-21.4009,55.3987
Charles Handerson,38.3076,12.9599
John Brown,66.0766,-0.457387
Lewis Rowan,67.4234,3.75208
John Shelton,67.7767,0.605175
Hitam Johnson,-37.5686,-8.72292
Burleigh,-33.2881,37.2321
Morris Anderson,-22.3358,56.9573
James Dunlap,25.8024,-60.1874
1871.TN-02.22.NASH.txt,64.6754,4.58502
D. Kennedy,36.6364,-16.7742
Peter P. Feler,-57.6527,-16.8464
Ebenezer Hemmenway,-19.3653,-2.7977
Robert C. Gordon,-7.92832,48.3921
B. L. Ford,18.1304,-5.68706
John W. Prout,-12.8453,67.5467
Sandy Lake,-37.8379,5.15279
John G. Wilson,30.5115,43.0591
T. S. Benson,16.99,22.4626
N. H. Haller,16.506,14.1382
Thomas F. Cary,11.2031,39.2291
Vogelsang,-9.23503,47.9925
J. L. Sweres,-7.90602,-54.9608
Howland,-19.7546,-2.72279
Benjamin Moore,-17.7425,32.3626
Vameller,-44.0276,-31.2652
B. Paschal,-21.7105,56.3987
S.G. Gould,-23.6848,-39.8591
Luke Dod,-24.7904,-18.9908
Granville Sharpe,46.4489,-38.8233
George Russell,46.6349,1.28766
P. Morrison,-22.882,-39.5591
Aaron L. Jackson,27.2066,48.4199
William Grey,-22.3547,-41.7595
John B. Vashon,-11.5269,60.5509
A. White,16.6696,19.8175
Coles,12.5459,-14.0572
Moses L. Rogers,26.9318,50.7552
George S. Grisham,65.6726,1.48928
I. Hough,-43.5231,-32.7298
Henry Ford,35.3078,-54.3362
G. Carey,-6.39753,-12.5568
Strabo,47.5334,-38.5227
Eli N. Hall,-40.1329,-13.3115
H K Thomas,-5.06087,-15.228
Raymond,-37.657,-25.4055
Wm. Warren,-56.0503,-0.0698168
Viii,18.3721,-5.66812
P. Johnson,-45.4119,-20.5592
Joseph Pierce,-8.85309,47.9236
Moses Willcox,-43.8306,-30.953
1858.MA-08.01.NEWB.txt,-20.9153,-1.61758
A. Barber,17.9019,17.174
James M. Williams,-38.7303,-5.22309
J.P. Prichard,-2.20568,-70.1206
Wm. Simmons,-45.2971,-31.0359
Emanuel W. Congo,0.750168,57.0349
Nancy Prince,3.81333,0.315733
J. H. Carter,-8.56264,-63.8681
Daniel Russel,-28.3085,14.769
Henry H. Mondy,-12.6618,67.5804
J. W. Jamerson,15.093,20.0956
